chroma_stft_mean,rms_mean,spectral_centroid_mean,spectral_bandwidth_mean,rolloff_mean,mfcc1_mean,mfcc2_mean,label_encoded
0.2523919343948364,0.0362448915839195,1505.1664239695376,1559.0057403444723,2716.306158008266,-268.1955261230469,135.6919708251953,0
0.2149950414896011,0.0306251738220453,1360.6436715050725,1441.2431338982658,2387.7291296584976,-324.0611572265625,133.59457397460938,0
0.2779580950736999,0.0438595488667488,1490.2753639425312,1600.1157444641135,2785.294011020881,-235.25372314453125,141.1099853515625,0
0.2342293113470077,0.0294420849531888,1526.6298823738107,1499.4393424163532,2916.000387452871,-326.861083984375,127.40240478515624,0
0.2215737551450729,0.0423163138329982,1705.5632594748906,1646.0640103279404,3174.931742586282,-259.9151306152344,118.95016479492188,0
0.2685302793979645,0.0432622358202934,1431.0551928724476,1558.1129466265593,2835.996127737094,-264.29302978515625,138.1752166748047,0
0.261474460363388,0.0332155711948871,1372.6378004260011,1579.2133273157162,2737.714458562935,-295.7745666503906,134.53883361816406,0
0.2765380144119262,0.0409115105867385,1358.8507735998005,1516.24077188961,2667.719058149652,-286.74188232421875,135.93319702148438,0
0.2547534108161926,0.0340448766946792,1516.83111776797,1629.7564323591969,2974.121716846723,-292.0603942871094,127.76256561279295,0
0.2705242931842804,0.0238025952130556,1216.1877859259905,1582.8265880943743,2560.00308149652,-356.1058959960937,139.8126678466797,0
0.24495530128479,0.0295106042176485,1497.3690865419842,1570.6423517911855,2868.579044917344,-314.9978942871094,128.71463012695312,0
0.2430950552225113,0.0214912761002779,950.2545384089236,1112.8597253261505,1697.3842966031032,-385.3195495605469,177.19078063964844,0
0.2356157749891281,0.0314029566943645,1180.3834446153692,1332.222068551955,2154.494396661108,-362.7192993164063,143.92416381835938,0
0.2321762442588806,0.0317273288965225,1387.9618032265548,1456.1411319411138,2598.38147794011,-343.1076354980469,140.1201934814453,0
0.2340324819087982,0.0316253043711185,1279.434903021527,1370.555504225026,2388.986482199826,-324.5988464355469,147.82327270507812,0
0.2166498750448227,0.0114332512021064,1371.28085849806,1562.1147258566575,2619.689856438515,-449.5358276367188,124.97042083740234,0
0.219279795885086,0.008015458472073,1054.5457141605525,1455.6441872916032,1947.0645346940253,-482.5862426757813,154.8756866455078,0
0.256377637386322,0.0373628251254558,1358.547002173604,1417.623243450624,2416.89804324971,-311.5872497558594,148.7118682861328,0
0.2390041798353195,0.0186967868357896,1157.9167442283674,1320.686232879541,2181.9230011057134,-405.6073913574219,145.72434997558594,0
0.2839931845664978,0.0079938452690839,1185.2101390744244,1525.3350634052297,2290.771427729844,-475.7864379882813,141.49749755859375,0
0.2690434157848358,0.0384584479033947,1218.0647279249797,1353.524623130598,2294.5767927059164,-300.8872985839844,161.13882446289062,0
0.2667466998100281,0.0454797595739364,1371.0629154476965,1440.8059277727195,2569.5706183838456,-278.1661682128906,147.9115447998047,0
0.2762569785118103,0.0478893630206584,1211.1697476044014,1367.0610231789635,2236.9217662413,-278.7973937988281,160.02932739257812,0
0.2672240436077118,0.0171499699354171,983.7246422989272,1404.0226621274403,1852.7297867423144,-406.8506774902344,163.10853576660156,0
0.2532781958580017,0.066700555384159,1253.1021072415497,1371.45287848749,2292.7448883410675,-223.13873291015625,163.24725341796875,0
0.297425627708435,0.0641007870435714,1184.1325500713592,1304.7053015563474,2139.2479562427493,-221.28013610839844,173.3295135498047,0
0.2457276135683059,0.0389271713793277,1278.5133569479156,1311.7960809111603,2233.1580354553366,-319.22369384765625,143.68585205078125,0
0.240692600607872,0.0284149125218391,901.6906629096736,1171.78364025238,1456.3389895410382,-366.2355346679688,181.62322998046875,0
0.2629137337207794,0.0626207813620567,1314.2821253878917,1371.398437504751,2398.554019087152,-228.9130706787109,153.93263244628906,0
0.2468695342540741,0.0416550785303115,1559.019163275448,1578.7751885648108,2922.728472574681,-297.10601806640625,130.26211547851562,0
0.2783702909946441,0.0297175366431474,1243.3447339713168,1358.5362852745266,2352.273453360644,-315.7706298828125,149.67373657226562,0
0.303265631198883,0.0268061142414808,822.235829835543,1136.1922404793554,1433.5151265226218,-374.0401306152344,172.47732543945312,0
0.2831827402114868,0.0080447057262063,792.8812344356368,1205.2491316508836,1207.4997620903423,-498.5862426757813,177.52615356445312,0
0.3040646910667419,0.0123593444004654,1128.2526115022183,1375.763704782937,2165.71897431482,-429.0514221191406,120.77975463867188,0
0.2739790380001068,0.0389121584594249,1369.4900886512185,1465.8630053127913,2655.0622643561487,-309.2473449707031,138.6697540283203,0
0.3191639184951782,0.0406704992055892,1016.1838686474184,1152.004639933518,1823.8689661579176,-319.69293212890625,166.0106964111328,0
0.2392768561840057,0.0159991774708032,1282.2856388021637,1503.503329998249,2441.945172020012,-419.2956237792969,127.41400909423828,0
0.284150093793869,0.0415326431393623,1533.66823040485,1464.5177613008132,2837.603207475348,-275.4006042480469,125.33232879638672,0
0.2944185435771942,0.0443481877446174,1279.2759794519593,1339.297620833193,2376.987508610064,-275.975341796875,146.34664916992188,0
0.2708035409450531,0.0128158666193485,1633.7200727741783,1735.0828274166224,3161.7170506453017,-409.49993896484375,116.79664611816406,0
0.2505998611450195,0.0197315961122512,1396.5924291389088,1525.4505144360933,2652.41432986514,-358.7328491210937,129.0865936279297,0
0.2682406902313232,0.0212890058755874,1329.4383851552363,1415.7213924728874,2462.312617821926,-368.4895935058594,124.26805114746094,0
0.2618308067321777,0.1341706663370132,1326.2034398354226,1326.4624260525256,2171.388118638905,-160.6461181640625,164.2802276611328,0
0.1910173892974853,0.1153415739536285,1063.0746815809432,1552.2661855444117,1610.7352201457363,-249.6342620849609,161.59716796875,0
0.2522919178009033,0.017926150932908,1181.3400969829445,1411.8816566977744,2032.722717426769,-402.1960144042969,154.01280212402344,0
0.2361487299203872,0.1383545100688934,1176.4774630291588,1504.1278931635093,1903.2370042067307,-171.1051788330078,156.93057250976562,0
0.3468033373355865,0.1150993034243583,1878.382005168527,1964.6884089737723,3633.324175699681,-85.28141021728516,118.44718933105467,0
0.258511483669281,0.0094953011721372,1173.88359068627,1517.225806354426,2082.72537974913,-436.8584289550781,154.1332244873047,0
0.2963742911815643,0.1608574092388153,1513.8706372364393,1640.4926735768936,2766.775682237413,-124.05374908447266,148.6180419921875,0
0.311586856842041,0.1238120794296264,2224.870163945009,2274.309912015473,4467.431319387336,-98.3232879638672,98.35693359375,0
0.2860925197601318,0.007976115681231,1170.028075880501,1595.365293667557,2360.084027425319,-449.52783203125,151.51983642578125,0
0.3813942372798919,0.0805386751890182,1527.629815786948,2079.6637015965525,3220.8471906443497,-230.2445526123047,119.15129089355467,0
0.3878121376037597,0.0554633028805255,2411.5866181146966,2435.920256618116,4993.538147114269,-186.6319732666016,86.64537048339844,0
0.3041040301322937,0.1383577287197113,1462.3063000536993,1555.7954792054704,2740.054859834559,-121.81433868408205,149.67271423339844,0
0.3195151686668396,0.1741567999124527,1702.263183861469,1602.833268069444,2820.964322024829,-108.03529357910156,127.27288055419922,0
0.18659408390522,0.0130629809573292,1079.408764413787,1388.3786404626733,1764.4070158425177,-483.9385070800781,144.20748901367188,0
0.3130445182323456,0.1898296922445297,1681.22547321384,1708.5929790860298,3078.2096015082466,-81.06881713867188,129.05197143554688,0
0.2538405656814575,0.0167858600616455,1751.1195628510188,1929.7887817699857,3235.576103900812,-367.0795593261719,112.85552215576172,0
0.2656057775020599,0.0300055295228958,1137.9955297131803,1480.5663879559968,1821.3126268851508,-349.9388427734375,161.82681274414062,0
0.2826412916183471,0.0691473186016082,1551.1980314673465,1651.166213432087,2840.958923198231,-197.1920928955078,137.40402221679688,0
0.3053317070007324,0.0687548145651817,1803.9121542515827,1898.3329302679665,3367.006915240719,-166.3934783935547,122.11941528320312,0
0.2817732095718384,0.0481956303119659,1322.0704415985415,1590.4156150419078,2473.6287906938805,-274.359375,148.37342834472656,0
0.3201695382595062,0.038936611264944,1474.6678518921717,1813.1150198377748,2809.641685397332,-305.4315185546875,135.93765258789062,0
0.2268728613853454,0.020146258175373,690.2008583146431,1358.39767779195,749.1406363290313,-465.9222717285156,180.2020721435547,0
0.1990084499120712,0.0125614739954471,1117.8503357890468,1944.5079022273208,1872.7391785092807,-498.7247619628906,145.6916046142578,0
0.2071802616119384,0.0292432103306055,828.7510282027442,1325.4749706428076,1013.675953451276,-421.616455078125,172.84239196777344,0
0.1870638728141784,0.0317943878471851,794.9550523902033,1295.5050815080424,1007.680630075406,-429.1732482910156,175.1746368408203,0
0.2673612833023071,0.031722467392683,1117.9923093935986,1701.5954395378842,1993.04533425174,-413.4417114257813,143.47869873046875,0
0.2572900950908661,0.0573766529560089,1559.8689033036003,1616.1109335321537,2813.322147803074,-234.39540100097656,130.25942993164062,0
0.2366361767053604,0.0291503965854644,1349.2750136365898,1522.8068193196475,2443.460656540023,-321.2634582519531,136.30853271484375,0
0.2441882044076919,0.0319445244967937,1355.5040220465617,1615.200722014902,2521.8245291654584,-321.1299743652344,134.6035919189453,0
0.2080796957015991,0.0516805201768875,1397.4372725407006,1574.496203293957,2616.0343745468385,-269.6727600097656,136.44247436523438,0
0.2793487012386322,0.0207243673503398,1285.145711575264,1659.9743894878304,2476.5848181917054,-360.8185424804688,138.986083984375,0
0.2163192182779312,0.0438086539506912,1211.6130429168547,1337.900713277209,2105.241149760731,-306.8489990234375,152.85926818847656,0
0.2374052107334137,0.0373147539794445,1360.153923471902,1572.601835107163,2568.996066560325,-289.7109069824219,143.902099609375,0
0.2173613160848617,0.0164787154644727,1171.4623081533855,1466.8463019068884,2235.3146865030453,-412.9704284667969,138.53778076171875,0
0.2603875696659088,0.0588159747421741,1340.6423820206642,1539.0449815202196,2522.5156567212875,-238.72607421875,149.73269653320312,0
0.2190362811088562,0.0167533103376626,811.5604155421513,1008.5172345706964,1235.761050337152,-477.9508056640625,155.36328125,0
0.2251500785350799,0.006629291921854,715.3997068104165,1030.4152640068048,1037.798803201131,-552.1200561523438,173.35479736328125,0
0.2176304757595062,0.018837695941329,789.4212072363385,898.0662077537447,1158.0633247534802,-437.6479187011719,170.98812866210938,0
0.4379059374332428,0.0052764443680644,971.7773909688176,1614.7492952772816,1906.5711213928364,-549.7567749023438,157.12164306640625,0
0.2668268978595733,0.0165461190044879,1213.9717123940766,1539.5926858899438,2163.887069949971,-374.6436462402344,153.85194396972656,0
0.2827275693416595,0.0430018045008182,1415.2612463169878,1448.739503781716,2489.7662027805973,-263.96630859375,142.13409423828125,0
0.2448527216911316,0.0418846793472766,852.7957557019602,997.1589913136994,1401.0154777225928,-338.83526611328125,190.2120513916016,0
0.245793417096138,0.0220114514231681,1001.738329816786,1151.3275533058668,1732.223786887326,-369.0356140136719,171.96292114257812,0
0.3097789287567138,0.0388996005058288,1525.7810336955597,1588.2231373428465,2733.276253897187,-246.12374877929688,149.4347381591797,0
0.3120684325695038,0.0315096750855445,1356.1549279503429,1494.6459667999225,2496.2028485716355,-283.4979248046875,159.58953857421875,0
0.274358183145523,0.0214698426425457,876.9834292869848,1108.5245626680696,1457.4131516458815,-392.92291259765625,190.78292846679688,0
0.2943689823150635,0.0282750818878412,1303.8905870850056,1456.3211090230636,2350.141782827001,-299.60308837890625,157.27076721191406,0
0.2172875553369522,0.0351342819631099,2423.299494201251,1884.688604785503,4296.515189965197,-301.90838623046875,57.53806686401367,0
0.2159013897180557,0.023853251710534,2172.1382928954195,1883.3500660800648,4066.452982254205,-326.32940673828125,85.93001556396484,0
0.225918710231781,0.0447676591575145,2192.650290158105,1911.8261569498031,4066.011659839037,-251.2267303466797,88.74597930908203,0
0.1811374276876449,0.0841498225927352,1807.88989115406,1439.107301846046,3073.0112451964906,-299.6480407714844,103.64811706542967,0
0.2269280552864074,0.0824917182326316,1623.8519279187194,1551.4158653452314,2732.31034068663,-207.38674926757807,117.60477447509766,0
0.3688774406909942,0.0139905586838722,1423.4579191374964,1696.5632329668856,2926.0259004314094,-385.8355712890625,128.6689910888672,0
0.2276929914951324,0.0135638359934091,1800.8886921601006,1781.0685018456504,3427.243261492169,-422.5392456054688,89.84893035888672,0
0.2930520176887512,0.056986678391695,1933.689602078464,1740.491088391426,3573.9621474405453,-203.6249542236328,111.14586639404295,0
0.2222650796175003,0.0367200635373592,1494.4198208263692,1671.195986271658,2781.813392727668,-280.6795654296875,122.71280670166016,0
0.2899193465709686,0.0290937311947345,1952.4955106143584,1865.7376170361988,3779.826563859484,-287.5845642089844,101.76427459716795,0
0.3339084684848785,0.0105055281892418,1525.1238505471035,1869.05626131427,3325.680818137326,-378.6697082519531,126.48252868652344,0
0.4607284069061279,0.1252747327089309,2667.940502391169,2351.1607441175047,5475.312341393562,-80.89219665527344,84.7820816040039,1
0.4572514593601227,0.2855213284492492,2808.849566572306,2441.508001555252,5528.454221650232,-81.1816177368164,49.58916473388672,1
0.4042552709579468,0.0935159400105476,1490.1565469614682,1909.9785257121512,3093.27876894214,-202.88124084472656,132.39772033691406,1
0.4672884345054626,0.26641845703125,2492.8602336717045,2330.007272392874,5125.560163953742,-40.26506042480469,80.85531616210938,1
0.4492203593254089,0.2007095515727996,2372.0679525654414,2358.265791596079,5058.67067412268,-140.26133728027344,71.6259994506836,1
0.490561693906784,0.2617201209068298,2709.3043323151933,2510.7334532919253,5794.946345707656,-11.688486099243164,81.9715347290039,1
0.4639833271503448,0.2708785533905029,2858.0725271560427,2639.6660639887145,6047.799109084976,-59.57893371582031,63.909210205078125,1
0.4326165616512298,0.2639992237091064,2046.5915966338584,2268.578382239071,4551.99090731946,-58.490509033203125,103.08843231201172,1
0.4536229074001312,0.1418302506208419,3070.761702482193,2349.6696469020103,5754.427951892401,-111.1261978149414,55.1732292175293,1
0.5606098175048828,0.2157953232526779,2200.0376855218474,2285.6126962078924,4792.070301170968,-94.90050506591795,94.2156219482422,1
0.4272348284721374,0.1716704070568084,2284.243390096508,2116.458981520726,4662.771160364704,-67.43657684326172,94.85132598876952,1
0.4440117478370666,0.2037734985351562,2095.4208239067048,2241.060906256248,4581.850948466502,-74.18608856201172,104.59842681884766,1
0.358805239200592,0.1989244371652603,1976.886423508229,2110.142304685616,4277.413423542634,-67.0334701538086,112.40482330322266,1
0.3403002321720123,0.1367334127426147,1798.6451959001313,1688.3213168364578,3626.696012634136,-129.31536865234375,141.70193481445312,1
0.4896990954875946,0.1852236837148666,2436.4138649263323,2117.1555792781974,4774.675536542924,-51.27286529541016,91.11834716796876,1
0.4238881170749664,0.1401759386062622,2397.185695487868,2346.247208542598,5283.603549612094,-81.87313842773438,94.7135772705078,1
0.4674638509750366,0.2078583091497421,2432.409998203846,2247.19750559333,4918.629912267981,-88.11616516113281,77.38243103027344,1
0.4811076521873474,0.1914510279893875,2145.00601651806,2358.90959772834,4956.084029691126,-76.77619934082031,98.37953186035156,1
0.4616943299770355,0.1655362248420715,2677.0161578799484,2337.2612694899885,5366.13084124855,-113.49464416503906,68.49712371826172,1
0.4320460259914398,0.2259290218353271,2470.2744719993443,2410.152684766371,5255.592066505946,-64.72916412353516,88.22242736816406,1
0.4901687800884247,0.1759265661239624,2678.321538899097,2262.5934288534045,5267.23298606076,-122.23501586914062,50.53318786621094,1
0.4300035238265991,0.2419403791427612,2406.175123701772,2268.9509882341217,4988.208970780162,-27.63745307922364,94.33495330810548,1
0.4395391047000885,0.1735763549804687,2025.565005791413,2272.735162534201,4603.375824753481,-100.60973358154295,110.21587371826172,1
